ChargingTime,VoltageSlope,VoltageStd,VoltageKurtosis,VoltageSkewness,VoltageEntropy,VoltageCurvature,Normalized Capacity
1151.0,0.00013869361574923687,0.04616508446456871,-1.2391615795362507,-0.06982276563534079,6.56638407716168,-1.2441824031292719e-08,1.0210114962240913
1100.0,0.00011416083916086789,0.04119383228326555,-1.0602429750031435,0.09386256180176998,-0.0,1.0864135864135613e-08,1.0195767725847777
1100.009999999893,0.00011702654419825944,0.04225347394719226,-1.0553564957114234,0.14538716886162567,-0.0,1.7506189726315227e-08,1.0181601941704994
1100.0,0.00011797202797199541,0.0426216618705331,-1.039415002621729,0.18400526675960188,-0.0,2.2277722277718737e-08,1.0167631057757114
1100.0,0.00011814685314682058,0.042668826886601875,-1.0548692517388305,0.1657138293024362,-0.0,2.010489510489325e-08,1.0153868521948703
1100.0,0.00011797202797205133,0.04261135145389394,-1.0406113561473957,0.17036070923328683,-0.0,2.052947052947111e-08,1.0140327782224314
1100.0,0.00012702797202796118,0.04596861577602313,-1.0243355781704875,0.25993260750462227,-0.0,3.4240759240759396e-08,1.0127022286528502
1100.0,0.00012758741258740716,0.04618236249977479,-1.050847988634732,0.2704442466908321,-0.0,3.6238761238760394e-08,1.011396548280583
1100.0,0.00012720279720281348,0.04604641926656971,-1.0487030278647669,0.2718586019212135,-0.0,3.6263736263735284e-08,1.0101170819000855
1100.0,0.00012762237762240476,0.046194909859958555,-1.0435264192617575,0.2695454257451662,-0.0,3.601398601398463e-08,1.0088651743058132
1100.0,0.000127867132867198,0.04628068187863608,-1.0514312174351585,0.2682362578846728,-0.0,3.598901098900929e-08,1.0076421702922218
1100.0,0.0001274475524475796,0.04615019944800782,-1.037181592757804,0.2832941495496462,-0.0,3.7837162837159146e-08,1.0064494146537672
1100.0,0.00012786713286717263,0.04628068187863608,-1.0514312174351585,0.2682362578846728,-0.0,3.598901098901212e-08,1.0052882521849056
1100.0,0.00012828671328676215,0.046417326310529486,-1.04571925951694,0.25558974458508477,-0.0,3.424075924075735e-08,1.0041600276800922
